indx,name,version,oname,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,new,portrait,bug,predicted_bug
1246,org.apache.camel.component.jms.JmsProducer,1,org.apache.camel.component.jms.JmsProducer,6,3,0,9,11,3,2,9,3,0.666666667,43,1,1,0.75,0.28,0,0,5.666666667,1,0.6667,1,0.000157,0,0.398174
1247,org.apache.camel.bam.model.ActivityState,1,org.apache.camel.bam.model.ActivityState,22,3,0,15,42,211,12,6,18,0.896825397,187,1,2,0.3,0.227272727,0,0,7.227272727,2,1.0909,1,0.025767,0,0.74834013
1248,org.apache.camel.component.cxf.CxfExchange,1,org.apache.camel.component.cxf.CxfExchange,23,2,0,15,35,237,8,9,19,0.795454545,174,1,1,0.565217391,0.246376812,1,2,6.47826087,1,0.8696,1,0.002925,0,0.68404245
1249,org.apache.camel.component.jms.MessageListenerProcessor,1,org.apache.camel.component.jms.MessageListenerProcessor,2,1,0,5,6,0,0,5,2,0,30,1,2,0,0.625,0,0,13,1,0.5,1,0.000473,0,0.30347425
1250,org.apache.camel.component.http.HttpExchange,1,org.apache.camel.component.http.HttpExchange,5,2,0,7,9,4,4,5,5,0.666666667,42,1,1,0.896551724,0.45,0,0,6.8,1,0.6,1,0.000176,0,0.36805987
1251,org.apache.camel.component.pojo.PojoEndpoint,1,org.apache.camel.component.pojo.PojoEndpoint,9,2,0,16,23,30,5,13,9,0.625,89,1,0,0.636363636,0.277777778,1,1,8.777777778,1,0.8889,1,0.001273,0,0.57596254
1252,org.apache.camel.component.mina.MinaConsumer,1,org.apache.camel.component.mina.MinaConsumer,5,3,0,10,20,0,2,10,1,0.5625,74,1,1,0.833333333,0.375,1,1,13,1,0.6,1,0.000157,0,0.48099983
1253,org.apache.camel.converter.jaxb.JaxbConverter,1,org.apache.camel.converter.jaxb.JaxbConverter,6,1,0,1,15,13,0,1,5,0.6,68,1,1,0,0.444444444,0,0,10.16666667,2,1,1,0.000788,0,0.36122346
1254,org.apache.camel.component.xmpp.XmppEndpoint,1,org.apache.camel.component.xmpp.XmppEndpoint,35,2,0,23,60,523,4,23,33,0.92081448,339,1,1,0.29787234,0.152941176,1,1,8.314285714,2,0.9714,1,0.003052,0,0.9879537
1255,org.apache.camel.processor.Logger,1,org.apache.camel.processor.Logger,12,1,0,10,35,6,4,6,11,0.409090909,313,1,1,0,0.305555556,0,0,24.91666667,8,2.5,1,0.001141,0,0.6554773
1256,org.apache.camel.processor.Pipeline,1,org.apache.camel.processor.Pipeline,5,3,0,6,22,10,1,5,3,2,68,0,0,0.789473684,0.5,0,0,12.6,2,1,1,0.000472,0,0.4411103
1257,org.apache.camel.component.jmx.JMXComponent,1,org.apache.camel.component.jmx.JMXComponent,5,3,0,5,10,8,1,5,4,0.5,36,1,0,0.842105263,0.36,1,1,6,1,0.6,1,0.000314,0,0.3609954
1258,org.apache.camel.component.jms.JmsMessage,1,org.apache.camel.component.jms.JmsMessage,14,3,0,9,38,59,1,9,9,0.692307692,250,1,0,0.65625,0.243589744,2,4,16.71428571,3,1.3571,1,0.001422,0,0.8414459
1259,org.apache.camel.impl.ScheduledPollEndpoint,1,org.apache.camel.impl.ScheduledPollEndpoint,5,2,2,7,8,4,3,4,3,0.25,37,1,0,0.777777778,0.4,0,0,6.2,2,1.2,1,0.000316,0,0.3513521
1260,org.apache.camel.component.mail.MailComponent,1,org.apache.camel.component.mail.MailComponent,9,3,0,6,18,16,1,6,7,0.791666667,77,0.333333333,1,0.727272727,0.311111111,1,1,7.222222222,1,0.6667,1,0.002527,0,0.46547705
1261,org.apache.camel.component.cxf.CxfInvokeEndpoint,1,org.apache.camel.component.cxf.CxfInvokeEndpoint,15,2,0,14,22,89,3,14,15,0.821428571,103,1,2,0.5,0.191666667,1,2,5.6,2,1,1,0.001796,0,0.5906196
1262,org.apache.camel.component.mail.MailConfiguration,1,org.apache.camel.component.mail.MailConfiguration,28,1,0,6,49,298,4,3,28,0.907407407,271,1,0,0,0.1875,0,0,8.25,9,1.4643,1,0.012579,0,0.8121977
1263,org.apache.camel.component.jbi.ToJbiProcessor,1,org.apache.camel.component.jbi.ToJbiProcessor,2,1,0,6,9,0,1,5,2,0,48,1,1,0,0.6,0,0,21.5,1,0.5,1,0.000635,0,0.32911724
1264,org.apache.camel.component.jmx.JMXConsumer,1,org.apache.camel.component.jmx.JMXConsumer,2,3,0,6,7,0,1,6,2,0,24,0,1,0.9375,0.6,0,0,10.5,1,0.5,1,0.000632,0,0.31747475
1265,org.apache.camel.component.http.HttpConsumer,1,org.apache.camel.component.http.HttpConsumer,7,3,0,8,14,1,4,5,5,0.333333333,45,1,1,0.714285714,0.428571429,1,1,5.285714286,1,0.8571,1,0.003374,0,0.4081785
1266,org.apache.camel.builder.script.ScriptBuilder,1,org.apache.camel.builder.script.ScriptBuilder,56,1,0,13,88,1436,0,13,45,0.675757576,634,1,0,0,0.125757576,0,0,10.21428571,6,1.1071,1,0.011321,0,1.0998789
1267,org.apache.camel.processor.Resequencer,1,org.apache.camel.processor.Resequencer,18,2,0,15,52,103,2,13,11,0.757352941,287,1,4,0.333333333,0.170588235,1,1,14.5,3,1,1,0.000643,0,0.9927361
1268,org.apache.camel.component.http.HttpProducer,1,org.apache.camel.component.http.HttpProducer,4,3,0,13,25,4,1,13,2,0.666666667,129,1,0,0.8,0.666666667,0,0,31,3,1.5,1,0.000477,0,0.576471
1269,org.apache.camel.impl.PollingConsumerSupport,1,org.apache.camel.impl.PollingConsumerSupport,6,2,2,7,14,7,2,5,5,0.6,49,1,2,0.583333333,0.375,0,0,6.833333333,2,1,1,0.000157,0,0.4009874
1270,org.apache.camel.component.pojo.timer.TimerEndpoint,1,org.apache.camel.component.pojo.timer.TimerEndpoint,19,2,0,13,30,145,2,13,19,0.912698413,133,1,1,0.4375,0.203007519,1,2,5.631578947,1,0.9474,1,0.001732,0,0.6322827
1271,org.apache.camel.bam.ProcessBuilder,1,org.apache.camel.bam.ProcessBuilder,20,3,0,18,53,126,4,17,14,0.782894737,299,1,2,0.672727273,0.16,1,1,13.55,2,1.05,1,0.017887,0,1.0633509
1272,org.apache.camel.component.mina.MinaExchange,1,org.apache.camel.component.mina.MinaExchange,1,2,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,1,0.000158,0,0.24913241
1273,org.apache.camel.component.quartz.CamelJob,1,org.apache.camel.component.quartz.CamelJob,2,1,0,6,8,1,0,6,2,2,23,0,0,0,0.75,0,0,10.5,1,0.5,1,0.00079,0,0.30872858
1274,org.apache.camel.component.xmpp.XmppConsumer,1,org.apache.camel.component.xmpp.XmppConsumer,5,3,0,14,29,0,1,14,2,0.5,129,1,1,0.833333333,0.4375,1,1,24.4,5,1.4,1,0.001419,0,0.6173524
1275,org.apache.camel.spring.xml.RouteBuilderFactoryBean,1,org.apache.camel.spring.xml.RouteBuilderFactoryBean,10,1,0,9,16,25,0,9,10,0.805555556,71,1,2,0,0.325,0,0,5.7,1,0.9,1,0.000314,0,0.46182603
1276,org.apache.camel.component.queue.QueueEndpoint,1,org.apache.camel.component.queue.QueueEndpoint,7,2,0,12,13,15,3,12,6,0.666666667,43,1,0,0.7,0.285714286,1,1,5,1,0.8571,1,0.000787,0,0.43843937
1277,org.apache.camel.component.pojo.timer.TimerComponent,1,org.apache.camel.component.pojo.timer.TimerComponent,4,3,0,4,9,0,2,4,1,0.333333333,30,1,0,0.842105263,0.5,1,1,6.25,1,0.75,1,0.000317,0,0.3333211
1278,org.apache.camel.processor.DelegateProcessor,1,org.apache.camel.processor.DelegateProcessor,9,2,2,8,17,0,4,4,6,0.125,68,1,1,0.5,0.481481481,1,1,6.444444444,1,0.7778,1,0.000314,0,0.4376858
1279,org.apache.camel.component.http.HttpMessage,1,org.apache.camel.component.http.HttpMessage,6,3,0,6,19,9,2,6,4,0.6,68,1,0,0.807692308,0.375,2,4,10.16666667,2,1,1,0.000802,0,0.4701867
1280,org.apache.camel.processor.idempotent.IdempotentConsumer,1,org.apache.camel.processor.idempotent.IdempotentConsumer,10,2,0,11,24,1,1,10,6,0.638888889,126,1,3,0.466666667,0.277777778,1,1,11.2,2,0.9,1,0.000157,0,0.5820643
1281,org.apache.camel.component.direct.DirectComponent,1,org.apache.camel.component.direct.DirectComponent,5,1,0,7,11,8,1,7,5,0.5,44,1,1,0,0.466666667,0,0,7.6,1,0.8,1,0.000157,0,0.3693319
1282,org.apache.camel.processor.MulticastProcessor,1,org.apache.camel.processor.MulticastProcessor,9,2,1,7,25,6,2,5,6,0.25,130,1,0,0.466666667,0.361111111,1,1,13.33333333,2,1,1,0.000315,0,0.5376791
1283,org.apache.camel.component.jms.JmsConsumer,1,org.apache.camel.component.jms.JmsConsumer,5,3,0,7,16,0,1,7,2,0.25,56,1,0,0.789473684,0.5,1,1,10,1,0.8,1,0.000314,0,0.416332
1284,org.apache.camel.impl.DefaultCamelContext,1,org.apache.camel.impl.DefaultCamelContext,32,2,1,22,76,400,2,21,25,0.867383513,718,1,4,0.184210526,0.122767857,1,1,21.15625,3,1.4063,1,0.005058,1,1.9315628
1285,org.apache.camel.spring.CamelContextFactoryBean,1,org.apache.camel.spring.CamelContextFactoryBean,17,1,0,9,29,104,1,9,15,0.7625,158,1,2,0,0.215686275,0,0,8,2,1,1,0.002678,0,0.65778655
1286,org.apache.camel.component.cxf.transport.CamelDestination,1,org.apache.camel.component.cxf.transport.CamelDestination,14,0,0,23,42,61,5,19,5,0.89010989,182,0.571428571,3,0,0.201923077,0,0,11.5,2,1,1,0.001421,0,0.8141899
1287,org.apache.camel.component.xmpp.XmppExchange,1,org.apache.camel.component.xmpp.XmppExchange,19,2,0,9,23,165,4,7,15,0.833333333,105,1,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,1,0.001262,0,0.49370164
1288,org.apache.camel.component.http.JettyHttpComponent,1,org.apache.camel.component.http.JettyHttpComponent,6,4,0,12,49,0,1,12,3,0.4,216,0,0,0.807692308,0.666666667,1,1,34.66666667,1,0.8333,1,0.00127,0,0.7451852
1289,org.apache.camel.bam.model.ActivityDefinition,1,org.apache.camel.bam.model.ActivityDefinition,7,2,0,6,13,17,4,2,7,0.75,46,1,1,0.333333333,0.428571429,0,0,5.285714286,1,0.8571,1,0.011475,0,0.3764181
1290,org.apache.camel.component.http.HttpBinding,1,org.apache.camel.component.http.HttpBinding,3,1,0,5,6,3,4,2,3,2,13,0,0,0,0.555555556,0,0,3.333333333,1,0.6667,1,0.000492,0,0.2797804
1291,org.apache.camel.component.http.HttpEndpoint,1,org.apache.camel.component.http.HttpEndpoint,15,2,0,14,26,85,7,11,14,0.857142857,114,1,2,0.5,0.191666667,1,1,6.4,3,1.1333,1,0.003676,0,0.62501234
1292,org.apache.camel.processor.LoggingLevel,1,org.apache.camel.processor.LoggingLevel,4,2,0,10,7,4,9,1,2,0.952380952,89,0.142857143,7,0.857142857,0.444444444,1,1,19.5,1,0.5,1,0.00111,0,0.43249834
1293,org.apache.camel.component.quartz.QuartzEndpoint,1,org.apache.camel.component.quartz.QuartzEndpoint,27,2,0,24,71,339,3,23,23,0.912087912,311,0.857142857,1,0.358974359,0.15034965,1,2,10.25925926,2,1.037,1,0.006449,0,1.1226327
1294,org.apache.camel.util.LRUCache,1,org.apache.camel.util.LRUCache,4,4,0,1,6,0,1,0,3,0.666666667,37,1,0,0.972222222,0.45,0,0,7.75,2,0.75,1,0.000157,0,0.30005765
1295,org.apache.camel.spring.xml.BuilderStatement,1,org.apache.camel.spring.xml.BuilderStatement,6,1,0,4,16,7,3,2,6,0.7,73,1,0,0,0.333333333,0,0,10.83333333,3,1.1667,1,0.001978,0,0.39145875
1296,org.apache.camel.component.rmi.RmiProducer,1,org.apache.camel.component.rmi.RmiProducer,3,3,0,6,10,0,1,6,3,0.25,43,1,1,0.857142857,0.555555556,0,0,12.66666667,1,0.6667,1,0.000636,0,0.3627879
1297,org.apache.camel.builder.FromBuilder,1,org.apache.camel.builder.FromBuilder,47,2,8,34,97,1045,15,32,41,0.898550725,535,0.833333333,3,0.357142857,0.094680851,0,0,10.25531915,2,0.9787,1,0.011606,0,1.3167627
1298,org.apache.camel.bam.processor.ActivityMonitorEngine,1,org.apache.camel.bam.processor.ActivityMonitorEngine,12,2,0,12,35,26,3,11,4,0.840909091,190,1,1,0.411764706,0.194805195,1,1,14.16666667,3,1.0833,1,0.000472,0,0.7183434
1299,org.apache.camel.component.jms.EndpointMessageListener,1,org.apache.camel.component.jms.EndpointMessageListener,6,1,0,10,19,5,1,9,5,0.7,80,1,3,0,0.4,0,0,11.66666667,2,1,1,0.000473,0,0.47233582
1300,org.apache.camel.component.jms.ConsumerType,1,org.apache.camel.component.jms.ConsumerType,4,2,0,4,7,4,3,1,2,0.916666667,56,0.25,4,0.857142857,0.444444444,1,1,12,1,0.5,1,0.000656,0,0.35448402
1301,org.apache.camel.processor.RedeliveryPolicy,1,org.apache.camel.processor.RedeliveryPolicy,26,1,0,2,38,243,2,0,25,0.828571429,248,1,0,0,0.243589744,0,0,8.269230769,6,1.2308,1,0.003249,0,0.7249829
1302,org.apache.camel.builder.WhenBuilder,1,org.apache.camel.builder.WhenBuilder,7,4,0,7,8,9,1,7,7,0,49,1,1,0.925925926,0.357142857,1,1,5.857142857,1,0.8571,1,0.000158,0,0.40182847
1303,org.apache.camel.builder.sql.SqlBuilder,1,org.apache.camel.builder.sql.SqlBuilder,14,1,0,10,42,73,0,10,10,0.461538462,192,1,0,0,0.306122449,0,0,12.57142857,2,1.0714,1,0.00223,0,0.7274443
1304,org.apache.camel.impl.JndiRegistry,1.2,org.apache.camel.impl.JndiRegistry,9,1,0,3,18,30,1,2,8,0.375,82,1,0,0,0.355555556,0,0,8,1,0.7778,1,0.000322,0,0.4117757
1305,org.apache.camel.component.cxf.CxfSoapConsumer,1.2,org.apache.camel.component.cxf.CxfSoapConsumer,7,1,0,27,50,7,3,27,3,0.805555556,198,1,3,0,0.416666667,0,0,26.42857143,1,0.7143,1,7.90E-05,0,0.87011516
1306,org.apache.camel.processor.TryProcessor,1.2,org.apache.camel.processor.TryProcessor,8,2,0,10,28,0,1,9,3,0.357142857,224,1,3,0.684210526,0.371428571,1,1,26.5,2,1,1,0.000239,9,0.60547745
1307,org.apache.camel.component.cxf.interceptors.DOMOutInterceptor,1.2,org.apache.camel.component.cxf.interceptors.DOMOutInterceptor,4,0,0,10,17,2,1,9,3,0.666666667,71,1,2,0,0.833333333,0,0,16,1,0.5,1,0.000398,0,0.43676996
1308,org.apache.camel.component.file.strategy.DefaultFileRenamer,1.2,org.apache.camel.component.file.strategy.DefaultFileRenamer,9,1,0,3,20,12,2,1,7,0.625,100,1,0,0,0.541666667,0,0,9.777777778,4,1.2222,1,7.90E-05,0,0.42940283
1309,org.apache.camel.processor.resequencer.Timeout,1.2,org.apache.camel.processor.resequencer.Timeout,7,2,0,3,17,0,3,1,7,0.611111111,66,1,0,0.333333333,0.392857143,0,0,8,2,1,1,0.000572,0,0.36929172
1310,org.apache.camel.component.seda.SedaEndpoint,1.2,org.apache.camel.component.seda.SedaEndpoint,7,2,0,11,11,15,4,10,6,0.5,44,1,0,0.772727273,0.265306122,0,0,5.142857143,1,0.7143,1,0.000239,2,0.41543144
1311,org.apache.camel.model.ChoiceType,1.2,org.apache.camel.model.ChoiceType,13,2,0,12,37,42,4,9,13,0.611111111,175,1,1,0.885714286,0.276923077,1,4,12.23076923,3,1.1538,1,0.00276,6,0.7484295
1312,org.apache.camel.component.file.remote.FtpProducer,1.2,org.apache.camel.component.file.remote.FtpProducer,6,4,0,9,31,5,1,9,3,0.5,143,0.5,1,0.8,0.305555556,1,1,22.5,1,0.8333,1,0.000401,0,0.5979713
1313,org.apache.camel.management.InstrumentationAgentImpl,1.2,org.apache.camel.management.InstrumentationAgentImpl,20,2,1,16,74,68,2,15,11,0.864661654,537,0.714285714,3,0.419354839,0.173684211,1,1,25.15,12,1.55,1,0.001673,4,1.2472234
1314,org.apache.camel.model.WhenType,1.2,org.apache.camel.model.WhenType,6,3,0,8,15,15,2,6,6,2,42,0,0,0.971428571,0.416666667,2,3,6,1,0.5,1,0.000484,2,0.4265386
1315,org.apache.camel.model.ThrottlerType,1.2,org.apache.camel.model.ThrottlerType,14,2,0,4,25,31,1,4,14,0.634615385,140,1,0,0.885714286,0.3,1,4,8.714285714,1,0.8571,1,0.000798,3,0.5884138
1316,org.apache.camel.processor.ChoiceProcessor,1.2,org.apache.camel.processor.ChoiceProcessor,7,2,0,7,25,0,1,6,5,0.166666667,153,1,1,0.684210526,0.357142857,1,1,20.57142857,4,1.2857,0,0.037052,2,0.5334325
1317,org.apache.camel.processor.loadbalancer.TopicLoadBalancer,1.2,org.apache.camel.processor.loadbalancer.TopicLoadBalancer,3,2,0,4,10,3,1,3,2,2,32,0,0,0.6,0.666666667,0,0,9.666666667,1,0.6667,0,0.037039,2,0.32223248
1318,org.apache.camel.component.jms.JmsEndpoint,1.2,org.apache.camel.component.jms.JmsEndpoint,19,2,0,22,32,133,7,19,18,0.644444444,174,1,2,0.485714286,0.157894737,1,1,7.894736842,2,1,0,0.037359,0,0.8084691
1319,org.apache.camel.language.simple.SimpleLanguage,1.2,org.apache.camel.language.simple.SimpleLanguage,8,1,0,7,32,28,0,7,4,2,237,0,0,0,0.625,0,0,28.625,11,3,1,0.00088,2,0.6193862
1320,org.apache.camel.impl.DefaultEndpoint,1.2,org.apache.camel.impl.DefaultEndpoint,19,1,15,32,38,139,21,11,16,0.822222222,216,1,3,0,0.175438596,1,1,10.10526316,5,1.4737,0,0.03722,4,0.99928296
1321,org.apache.camel.processor.validation.ValidatingProcessor,1.2,org.apache.camel.processor.validation.ValidatingProcessor,19,1,1,7,35,137,1,6,16,0.857142857,183,1,1,0,0.157894737,0,0,8.263157895,2,1,1,0.001137,0,0.6845274
1322,org.apache.camel.impl.CachingInjector,1.2,org.apache.camel.impl.CachingInjector,3,1,0,4,6,0,2,2,2,0.5,33,1,1,0,0.666666667,0,0,9,2,1,0,0.037051,1,0.29628968
1323,org.apache.camel.component.irc.IrcBinding,1.2,org.apache.camel.component.irc.IrcBinding,2,1,0,3,5,1,3,2,2,2,17,0,0,0,0.666666667,0,0,7.5,2,1,1,0.00024,0,0.2697875
1324,org.apache.camel.bam.processor.ProcessContext,1.2,org.apache.camel.bam.processor.ProcessContext,14,1,0,6,18,61,2,5,14,0.830769231,81,1,5,0,0.297619048,0,0,4.428571429,1,0.9286,0,0.037354,0,0.4521783
1325,org.apache.camel.processor.resequencer.ResequencerEngine,1.2,org.apache.camel.processor.resequencer.ResequencerEngine,18,1,0,9,44,85,1,8,10,0.739495798,242,1,3,0,0.205882353,0,0,12.05555556,5,1.3889,1,0.002258,1,0.82989377
1326,org.apache.camel.processor.resequencer.Element,1.2,org.apache.camel.processor.resequencer.Element,6,1,0,4,10,1,2,2,6,0.6,50,1,1,0,0.5,0,0,7,2,1.1667,1,0.001001,0,0.34462017
1327,org.apache.camel.management.PerformanceCounter,1.2,org.apache.camel.management.PerformanceCounter,9,2,0,4,16,0,3,1,9,0.5625,122,1,0,0.272727273,0.555555556,0,0,12.11111111,4,1.2222,1,0.000159,0,0.42846888
1328,org.apache.camel.spring.spi.SpringTransactionPolicy,1.2,org.apache.camel.spring.spi.SpringTransactionPolicy,5,1,0,6,10,2,0,6,4,0.5,44,1,1,0,0.583333333,0,0,7.4,2,0.8,0,0.037363,0,0.35413778
1329,org.apache.camel.spring.remoting.CamelProxyFactoryBean,1.2,org.apache.camel.spring.remoting.CamelProxyFactoryBean,11,3,0,6,22,41,0,6,11,0.833333333,99,1,2,0.333333333,0.393939394,1,1,7.727272727,5,1.2727,0,0.037052,0,0.5383308
1330,org.apache.camel.processor.Throttler,1.2,org.apache.camel.processor.Throttler,10,4,0,4,19,7,1,3,9,0.666666667,120,1,0,0.789473684,0.425,1,2,10.6,1,0.8,1,0.000238,0,0.5125258
1331,org.apache.camel.processor.Delayer,1.2,org.apache.camel.processor.Delayer,6,4,0,6,17,0,1,5,4,0.4,85,1,1,0.857142857,0.4,1,2,12.83333333,1,0.8333,1,0.000318,0,0.46486944
1332,org.apache.camel.spring.EndpointFactoryBean,1.2,org.apache.camel.spring.EndpointFactoryBean,12,2,0,7,16,46,0,7,11,0.795454545,83,1,2,0.153846154,0.266666667,0,0,5.583333333,2,1,0,0.037039,0,0.47592914
1333,org.apache.camel.ExchangePattern,1.2,org.apache.camel.ExchangePattern,9,2,0,40,23,32,39,2,7,0.975,240,0.2,9,0.631578947,0.375,1,1,24.55555556,4,1.8889,1,0.00056,1,0.88951683
1334,org.apache.camel.component.cxf.spring.CxfEndpointBean,1.2,org.apache.camel.component.cxf.spring.CxfEndpointBean,1,0,0,5,4,0,3,2,1,2,9,0,0,0,1,0,0,8,0,0,1,0.000634,0,0.25005534
1335,org.apache.camel.model.RedeliveryPolicyType,1.2,org.apache.camel.model.RedeliveryPolicyType,22,1,0,2,42,189,1,1,22,0.841269841,182,1,0,0,0.171717172,0,0,7,7,1.2273,1,0.00197,2,0.608542
1336,org.apache.camel.processor.DeadLetterChannel,1.2,org.apache.camel.processor.DeadLetterChannel,22,3,0,20,65,151,5,18,15,0.846560847,401,0.777777778,6,0.457142857,0.155844156,1,1,16.81818182,10,1.5455,0,0.038803,7,1.2893406
1337,org.apache.camel.processor.resequencer.SequenceSender,1.2,org.apache.camel.processor.resequencer.SequenceSender,7,2,0,6,17,9,1,5,4,0.75,75,1,3,0.923076923,0.333333333,0,0,9.142857143,2,0.8571,1,0.000239,1,0.44148278
1338,org.apache.camel.processor.Interceptor,1.2,org.apache.camel.processor.Interceptor,7,3,0,7,13,0,3,4,5,0.166666667,41,1,1,0.807692308,0.476190476,1,1,4.714285714,1,0.7143,1,0.00016,0,0.3884586
1339,org.apache.camel.component.file.FileEndpoint,1.2,org.apache.camel.component.file.FileEndpoint,37,3,0,21,61,598,8,19,34,0.932539683,335,1,2,0.375,0.143939394,1,1,7.675675676,6,1.2162,0,0.03888,8,0.8976948
1340,org.apache.camel.model.ExceptionType,1.2,org.apache.camel.model.ExceptionType,28,2,0,14,58,302,7,9,26,0.802469136,303,1,2,0.788135593,0.146103896,1,4,9.607142857,3,1.0714,1,0.004856,3,1.0056227
1341,org.apache.camel.spring.SpringRouteBuilder,1.2,org.apache.camel.spring.SpringRouteBuilder,6,3,0,6,19,13,0,6,6,0.4,107,1,0,0.9,0.416666667,0,0,16.66666667,4,1.6667,0,0.037127,0,0.48827785
1342,org.apache.camel.impl.MessageSupport,1.2,org.apache.camel.impl.MessageSupport,14,1,1,7,26,79,2,5,12,0.788461538,118,1,2,0,0.256410256,0,0,7.142857143,3,1.1429,0,0.037923,3,0.55226046
1343,org.apache.camel.builder.ExpressionClause,1.2,org.apache.camel.builder.ExpressionClause,14,1,0,4,21,91,0,4,13,0.538461538,105,1,2,0,0.964285714,0,0,6.357142857,2,1,1,0.001015,5,0.47548068
1344,org.apache.camel.language.juel.JuelExpression,1.2,org.apache.camel.language.juel.JuelExpression,9,2,0,5,18,28,1,4,5,0.666666667,103,1,0,0.384615385,0.317460317,1,2,10.11111111,2,1,1,0.0004,0,0.4920305
1345,org.apache.camel.component.cxf.invoker.CxfClient,1.2,org.apache.camel.component.cxf.invoker.CxfClient,9,0,0,19,59,16,2,17,6,0.541666667,382,0.666666667,0,0,0.347222222,0,0,41.11111111,6,1.7778,1,0.001981,0,0.9049387
1346,org.apache.camel.bam.processor.BamProcessorSupport,1.2,org.apache.camel.bam.processor.BamProcessorSupport,15,1,1,13,35,59,3,12,5,0.821428571,189,1,2,0,0.222222222,0,0,11.2,4,1,1,7.90E-05,0,0.74007046
1347,org.apache.camel.util.ExpressionComparator,1.2,org.apache.camel.util.ExpressionComparator,3,1,0,5,6,1,2,3,3,0,31,1,1,0,0.5,0,0,9,1,0.6667,1,0.000245,0,0.30152458
1348,org.apache.camel.component.validator.jing.JingValidator,1.2,org.apache.camel.component.validator.jing.JingValidator,15,1,0,22,47,81,2,20,14,0.867346939,218,1,1,0,0.1875,0,0,13.06666667,2,0.9333,1,0.000717,0,0.8999692
1349,org.apache.camel.view.XmlGraphGenerator,1.2,org.apache.camel.view.XmlGraphGenerator,8,2,0,7,33,26,0,7,1,0.571428571,417,1,0,0.588235294,0.390625,1,1,51,8,3.625,1,0.00126,0,0.6336979
1350,org.apache.camel.model.TryType,1.2,org.apache.camel.model.TryType,11,3,0,8,30,37,1,8,10,0.525,212,1,1,0.907407407,0.272727273,1,14,17.90909091,6,1.6364,1,0.001532,5,0.8122624
1351,org.apache.camel.component.mail.MailBinding,1.2,org.apache.camel.component.mail.MailBinding,7,1,0,11,38,21,4,9,3,2,167,0,0,0,0.3,0,0,22.85714286,3,1.4286,0,0.037153,0,0.6455322
1352,org.apache.camel.impl.ScheduledPollConsumer,1.2,org.apache.camel.impl.ScheduledPollConsumer,15,3,4,10,30,79,4,6,11,0.816326531,146,1,1,0.647058824,0.205357143,1,1,8.266666667,1,0.8,0,0.037161,0,0.677018
1353,org.apache.camel.language.ognl.OgnlExpression,1.2,org.apache.camel.language.ognl.OgnlExpression,5,2,0,12,17,6,1,12,3,0.583333333,88,1,0,0.555555556,0.4,1,2,16,1,0.8,1,7.90E-05,0,0.50659114
1354,org.apache.camel.processor.Resequencer,1.2,org.apache.camel.processor.Resequencer,7,3,0,8,18,21,2,6,4,2,66,0,0,0.875,0.326530612,0,0,8.428571429,2,0.7143,0,0.038107,0,0.44961685
1355,org.apache.camel.component.bean.MethodInfo,1.2,org.apache.camel.component.bean.MethodInfo,16,1,0,8,28,74,3,7,12,0.844444444,154,1,1,0,0.1875,0,0,8.25,3,1.1875,1,0.002502,2,0.6449174
1356,org.apache.camel.model.OtherwiseType,1.2,org.apache.camel.model.OtherwiseType,4,3,0,9,11,6,6,4,4,2,25,0,0,0.97029703,0.625,1,2,5.25,1,0.75,1,0.00067,3,0.37948427
1357,org.apache.camel.model.BeanRef,1.2,org.apache.camel.model.BeanRef,13,3,0,8,25,26,1,7,13,0.625,161,1,0,0.907407407,0.307692308,1,2,11.07692308,5,1.3077,1,0.000807,3,0.64577705
1358,org.apache.camel.component.cxf.interceptors.DOMInInterceptor,1.2,org.apache.camel.component.cxf.interceptors.DOMInInterceptor,4,0,0,10,18,2,1,9,3,0.666666667,75,1,2,0,0.833333333,0,0,17,1,0.5,1,0.000159,0,0.44541317
1359,org.apache.camel.component.mina.MinaExchange,1.2,org.apache.camel.component.mina.MinaExchange,1,2,0,5,2,0,2,3,1,2,6,0,0,1,1,0,0,5,0,0,0,0.036944,0,0.25613362
1360,org.apache.camel.component.event.EventEndpoint,1.2,org.apache.camel.component.event.EventEndpoint,15,2,0,18,28,101,5,17,13,0.75,118,1,2,0.548387097,0.2,1,1,6.733333333,2,1.0667,1,0.001207,0,0.6646723
1361,org.apache.camel.util.FactoryFinder,1.2,org.apache.camel.util.FactoryFinder,16,1,0,6,47,112,4,2,14,0.6,301,1,0,0,0.4875,0,0,17.6875,1,0.875,0,0.038264,2,0.8867562
1362,org.apache.camel.converter.jaxb.LongHeader,1.2,org.apache.camel.converter.jaxb.LongHeader,6,2,0,2,11,9,1,1,6,0.2,45,1,0,0.5,0.416666667,0,0,6.333333333,2,0.8333,1,0.000159,0,0.33202702
1363,org.apache.camel.converter.jaxb.JaxbDataFormat,1.2,org.apache.camel.converter.jaxb.JaxbDataFormat,14,1,0,3,22,59,0,3,13,0.753846154,125,1,0,0,0.178571429,0,0,7.571428571,1,0.7857,1,0.00056,0,0.5140997
