PROJECT_VERSION,CLASS_NAME,DEFECT_CNT
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.AbstractFieldMapper,3
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.BooleanFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.ByteFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.CompletionFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DateFieldMapper,7
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DoubleFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.FloatFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.IntegerFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.LongFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.ShortFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.StringFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.TypeParsers,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.geo.GeoShapeFieldMapper,2
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.AllFieldMapper,2
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.BoostFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.ParentFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.TimestampFieldMapper,8
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.TTLFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.ip.IpFieldMapper,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.object.ObjectMapper,4
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.ElasticsearchMergePolicy,4
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.LogByteSizeMergePolicyProvider,1
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.LogDocMergePolicyProvider,1
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.TieredMergePolicyProvider,1
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.DecayFunctionParser,3
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.ScoreFunctionBuilders,2
elasticsearch-1.3.2,org.elasticsearch.index.search.child.ChildrenConstantScoreQuery,1
elasticsearch-1.3.2,org.elasticsearch.index.search.child.ChildrenQuery,1
elasticsearch-1.3.2,org.elasticsearch.index.search.child.ParentConstantScoreQuery,1
elasticsearch-1.3.2,org.elasticsearch.index.search.child.ParentQuery,1
elasticsearch-1.3.2,org.elasticsearch.index.search.geo.GeoPolygonFilter,1
elasticsearch-1.3.2,org.elasticsearch.index.search.geo.IndexedGeoBoundingBoxFilter,1
elasticsearch-1.3.2,org.elasticsearch.index.search.nested.NestedDocsFilter,2
elasticsearch-1.3.2,org.elasticsearch.index.search.nested.NonNestedDocsFilter,3
elasticsearch-1.3.2,org.elasticsearch.index.search.stats.SearchStats,2
elasticsearch-1.3.2,org.elasticsearch.index.shard.service.InternalIndexShard,4
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardRepository,6
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardSnapshot,2
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardSnapshots,1
elasticsearch-1.3.2,org.elasticsearch.index.store.StoreMetadataSnapshot,4
elasticsearch-1.3.2,org.elasticsearch.index.store.support.AbstractIndexStore,1
elasticsearch-1.3.2,org.elasticsearch.indices.cache.filter.IndicesFilterCache,2
elasticsearch-1.3.2,org.elasticsearch.indices.cache.query.IndicesQueryCache,2
elasticsearch-1.3.2,org.elasticsearch.indices.cluster.IndicesClusterStateServicePeerRecoveryListener,1
elasticsearch-1.3.2,org.elasticsearch.indices.fielddata.cache.IndicesFieldDataCache,1
elasticsearch-1.3.2,org.elasticsearch.indices.InternalIndicesService,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateFields,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateTimer,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateStart,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateTranslog,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateFile,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryStateIndex,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetPrepareForTranslogOperationsRequestHandler,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetFinalizeRecoveryRequestHandler,2
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetTranslogOperationsRequestHandler,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetFilesInfoRequestHandler,2
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetCleanFilesRequestHandler,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTargetFileChunkTransportRequestHandler,3
elasticsearch-1.3.2,org.elasticsearch.indices.store.IndicesStoreShardActiveResponseHandler,2
elasticsearch-1.3.2,org.elasticsearch.rest.action.cat.RestNodesAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.cat.RestRecoveryAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.mlt.RestMoreLikeThisAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.percolate.RestPercolateAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.script.RestGetIndexedScriptAction,3
elasticsearch-1.3.2,org.elasticsearch.rest.action.search.RestSearchAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.template.RestGetSearchTemplateAction,1
elasticsearch-1.3.2,org.elasticsearch.script.groovy.GroovyScriptEngineServiceGroovyScript,2
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.metrics.MetricsAggregator,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.support.ValuesSource,1
elasticsearch-1.3.2,org.elasticsearch.search.fetch.FetchSubPhaseHitContext,1
elasticsearch-1.3.2,org.elasticsearch.search.fetch.fielddata.FieldDataFieldsParseElement,1
elasticsearch-1.3.2,org.elasticsearch.search.fetch.version.VersionFetchSubPhase,1
elasticsearch-1.3.2,org.elasticsearch.search.highlight.vectorhighlight.SourceScoreOrderFragmentsBuilder,1
elasticsearch-1.3.2,org.elasticsearch.search.highlight.vectorhighlight.SourceSimpleFragmentsBuilder,1
elasticsearch-1.3.2,org.elasticsearch.search.MultiValueMode,1
elasticsearch-1.3.2,org.elasticsearch.search.scan.ScanContextScanCollector,2
elasticsearch-1.3.2,org.elasticsearch.search.scan.ScanContextScanFilter,2
elasticsearch-1.3.2,org.elasticsearch.search.suggest.context.GeolocationContextMapping,3
elasticsearch-1.3.2,org.elasticsearch.search.suggest.phrase.PhraseSuggestParser,1
elasticsearch-1.3.2,org.elasticsearch.snapshots.RestoreService,1
elasticsearch-1.3.2,org.elasticsearch.snapshots.SnapshotsService,1
elasticsearch-1.3.2,org.elasticsearch.snapshots.SnapshotsService,3
elasticsearch-1.3.2,org.elasticsearch.snapshots.SnapshotsService,2
elasticsearch-1.3.2,org.elasticsearch.snapshots.mockstore.MockRepositoryMockBlobStore,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.GreaterThanAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.GreaterThanEqualToAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.IsFalseAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.IsTrueAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.LengthAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.LessThanAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.LessThanOrEqualToAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.rest.section.MatchAssertion,1
elasticsearch-1.3.2,org.elasticsearch.test.transport.MockTransportServiceDelegateTransport,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.health.TransportClusterHealthAction,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.reroute.ClusterRerouteResponse,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.reroute.TransportClusterRerouteAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.settings.TransportClusterUpdateSettingsAction,8
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.shards.TransportClusterSearchShardsAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.state.ClusterStateRequest,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.state.ClusterStateRequestBuilder,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.state.ClusterStateResponse,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.state.TransportClusterStateAction,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.stats.TransportClusterStatsAction,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.tasks.TransportPendingClusterTasksAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.alias.IndicesAliasesRequest,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.alias.TransportIndicesAliasesAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.close.TransportCloseIndexAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.create.CreateIndexRequest,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.create.TransportCreateIndexAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.delete.TransportDeleteIndexAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.flush.TransportFlushAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.open.TransportOpenIndexAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.optimize.OptimizeRequest,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.optimize.OptimizeRequestBuilder,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.optimize.ShardOptimizeRequest,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.optimize.TransportOptimizeAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.recovery.RecoveryResponse,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.recovery.ShardRecoveryResponse,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.recovery.TransportRecoveryAction,3
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.refresh.TransportRefreshAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.segments.TransportIndicesSegmentsAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.stats.ShardStats,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.stats.TransportIndicesStatsAction,5
elasticsearch-1.3.2,org.elasticsearch.action.bulk.TransportBulkAction,1
elasticsearch-1.3.2,org.elasticsearch.action.search.type.TransportSearchDfsQueryAndFetchActionAsyncAction,1
elasticsearch-1.3.2,org.elasticsearch.action.search.type.TransportSearchDfsQueryThenFetchActionAsyncAction,1
elasticsearch-1.3.2,org.elasticsearch.action.search.type.TransportSearchQueryAndFetchActionAsyncAction,1
elasticsearch-1.3.2,org.elasticsearch.action.search.type.TransportSearchQueryThenFetchActionAsyncAction,1
elasticsearch-1.3.2,org.elasticsearch.action.support.replication.TransportShardReplicationOperationActionAsyncShardOperationAction,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.node.shutdown.TransportNodesShutdownAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.repositories.delete.TransportDeleteRepositoryAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.repositories.get.TransportGetRepositoriesAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.repositories.put.TransportPutRepositoryAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.create.TransportCreateSnapshotAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.delete.TransportDeleteSnapshotAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.get.GetSnapshotsRequest,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.get.GetSnapshotsRequestBuilder,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction,6
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.restore.TransportRestoreSnapshotAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.status.TransportNodesSnapshotsStatus,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.status.TransportSnapshotsStatusAction,7
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.alias.exists.TransportAliasesExistAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.alias.get.TransportGetAliasesAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.cache.clear.TransportClearIndicesCacheAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.exists.indices.TransportIndicesExistsAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.exists.types.TransportTypesExistsAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.get.GetFieldMappingsResponse,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.get.TransportGetFieldMappingsIndexAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.get.TransportGetMappingsAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.put.PutMappingRequest,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.put.TransportPutMappingAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.optimize.OptimizeRequestDefaults,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.recovery.TransportRecoveryActionShardRecoveryRequest,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.settings.get.TransportGetSettingsAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.settings.put.TransportUpdateSettingsAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.template.delete.TransportDeleteIndexTemplateAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.template.get.TransportGetIndexTemplatesAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.template.put.TransportPutIndexTemplateAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.warmer.delete.TransportDeleteWarmerAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.warmer.get.TransportGetWarmersAction,5
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.warmer.put.TransportPutWarmerAction,4
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.health.TransportClusterHealthAction,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.settings.TransportClusterUpdateSettingsAction,3
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.status.TransportNodesSnapshotsStatusRequest,1
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.settings.TransportClusterUpdateSettingsAction,2
elasticsearch-1.3.2,org.elasticsearch.action.admin.cluster.snapshots.status.TransportSnapshotsStatusAction,3
elasticsearch-1.3.2,org.elasticsearch.action.admin.indices.mapping.get.GetFieldMappingsResponseFieldMappingMetaData,1
elasticsearch-1.3.2,org.elasticsearch.action.support.master.TransportMasterNodeOperationAction,1
elasticsearch-1.3.2,org.elasticsearch.action.support.replication.TransportShardReplicationOperationActionAsyncShardOperationAction,1
elasticsearch-1.3.2,org.elasticsearch.cluster.routing.allocation.allocator.BalancedShardsAllocator,1
elasticsearch-1.3.2,org.elasticsearch.cluster.routing.allocation.decider.DiskThresholdDecider,3
elasticsearch-1.3.2,org.elasticsearch.cluster.routing.allocation.decider.SnapshotInProgressAllocationDecider,1
elasticsearch-1.3.2,org.elasticsearch.cluster.service.InternalClusterService,2
elasticsearch-1.3.2,org.elasticsearch.cluster.service.InternalClusterService,1
elasticsearch-1.3.2,org.elasticsearch.cluster.routing.allocation.allocator.BalancedShardsAllocatorWeightFunction,1
elasticsearch-1.3.2,org.elasticsearch.cluster.routing.allocation.allocator.BalancedShardsAllocatorBalancer,1
elasticsearch-1.3.2,org.elasticsearch.common.geo.builders.BasePolygonBuilderRing,1
elasticsearch-1.3.2,org.elasticsearch.common.geo.builders.MultiLineStringBuilderInternalLineStringBuilder,1
elasticsearch-1.3.2,org.elasticsearch.common.geo.builders.ShapeBuilderCoordinateNode,2
elasticsearch-1.3.2,org.elasticsearch.common.geo.builders.ShapeBuilderEdge,2
elasticsearch-1.3.2,org.elasticsearch.common.http.client.HttpDownloadHelperGetThread,1
elasticsearch-1.3.2,org.elasticsearch.common.io.FileSystemUtils,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.BoostScoreFunction,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.FieldValueFactorFunction,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.FiltersFunctionScoreQuery,2
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.FunctionScoreQuery,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.RandomScoreFunction,2
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.ScoreFunction,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.ScriptScoreFunction,1
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.QueriesQueryWrapperFilterFactory,1
elasticsearch-1.3.2,org.elasticsearch.common.util.concurrent.PrioritizedEsThreadPoolExecutorTieBreakingPrioritizedRunnable,1
elasticsearch-1.3.2,org.elasticsearch.common.util.concurrent.PrioritizedEsThreadPoolExecutorPrioritizedFutureTask,1
elasticsearch-1.3.2,org.elasticsearch.common.logging.log4j.LogConfigurator,2
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.FiltersFunctionScoreQueryCustomBoostFactorWeight,2
elasticsearch-1.3.2,org.elasticsearch.common.lucene.search.function.FunctionScoreQueryCustomBoostFactorWeight,1
elasticsearch-1.3.2,org.elasticsearch.discovery.local.LocalDiscovery,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.elect.ElectMasterServiceNodeComparator,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.MasterFaultDetectionMasterPinger,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.MasterFaultDetectionNotMasterException,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.MasterFaultDetectionMasterPingRequestHandler,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.MasterFaultDetectionMasterPingRequest,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.NodesFaultDetectionSendPingRequest,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.NodesFaultDetectionPingRequestHandler,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.fd.NodesFaultDetectionPingRequest,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.membership.MembershipActionJoinResponse,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.membership.MembershipActionValidateJoinRequest,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ping.multicast.MulticastZenPing,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ping.unicast.UnicastZenPing,3
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.publish.PublishClusterStateActionPublishClusterStateRequestHandler,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ZenDiscovery,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ZenDiscovery,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.publish.PublishClusterStateAction,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ping.unicast.UnicastZenPing,1
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ping.unicast.UnicastZenPing,2
elasticsearch-1.3.2,org.elasticsearch.discovery.zen.ping.unicast.UnicastZenPing1,1
elasticsearch-1.3.2,org.elasticsearch.gateway.local.state.meta.LocalAllocateDangledIndices,1
elasticsearch-1.3.2,org.elasticsearch.gateway.local.state.meta.LocalGatewayMetaState,2
elasticsearch-1.3.2,org.elasticsearch.gateway.local.state.shards.LocalGatewayShardsState,1
elasticsearch-1.3.2,org.elasticsearch.gateway.local.state.meta.LocalAllocateDangledIndicesAllocateDangledRequestHandler,1
elasticsearch-1.3.2,org.elasticsearch.gateway.local.state.meta.LocalGatewayMetaStateRemoveDanglingIndex,1
elasticsearch-1.3.2,org.elasticsearch.index.cache.filter.weighted.WeightedFilterCache,1
elasticsearch-1.3.2,org.elasticsearch.index.engine.internal.InternalEngineIndexThrottle,2
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.IndexFieldDataXFieldComparatorSourceNested,1
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.plain.ParentChildIndexFieldDataGlobalFieldData,1
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.plain.SortedNumericDVIndexFieldDataSortedNumericLongFieldData,1
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.plain.SortedNumericDVIndexFieldDataSortedNumericFloatFieldData,1
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.plain.SortedNumericDVIndexFieldDataSortedNumericDoubleFieldData,1
elasticsearch-1.3.2,org.elasticsearch.index.gateway.IndexShardGatewayService,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.BooleanFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.ByteFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DateFieldMapperDefaults,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DateFieldMapperBuilder,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DateFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.DoubleFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.FloatFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.IntegerFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.LongFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.ShortFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.core.StringFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.geo.GeoShapeFieldMapperBuilder,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.geo.GeoShapeFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.AllFieldMapperDefaults,2
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.AllFieldMapperBuilder,2
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.AllFieldMapperTypeParser,2
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.ParentFieldMapperBuilder,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.ParentFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.internal.TimestampFieldMapperBuilder,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.ip.IpFieldMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.mapper.object.ObjectMapperTypeParser,1
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.LogByteSizeMergePolicyProviderApplySettings,1
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.LogDocMergePolicyProviderApplySettings,1
elasticsearch-1.3.2,org.elasticsearch.index.merge.policy.TieredMergePolicyProviderApplySettings,1
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.DecayFunctionParserAbstractDistanceScoreFunction,1
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.fieldvaluefactor.FieldValueFactorFunctionParser,1
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.random.RandomScoreFunctionBuilder,2
elasticsearch-1.3.2,org.elasticsearch.index.query.functionscore.random.RandomScoreFunctionParser,2
elasticsearch-1.3.2,org.elasticsearch.index.search.geo.GeoPolygonFilterGeoPolygonDocIdSet,1
elasticsearch-1.3.2,org.elasticsearch.index.search.stats.SearchStatsStats,2
elasticsearch-1.3.2,org.elasticsearch.index.shard.service.InternalIndexShardApplyRefreshSettings,2
elasticsearch-1.3.2,org.elasticsearch.index.shard.service.InternalIndexShardEngineRefresher,2
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardRepositoryContext,1
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardRepositorySnapshotContext,4
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardRepositoryRestoreContext,5
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardSnapshotFileInfo,2
elasticsearch-1.3.2,org.elasticsearch.index.cache.filter.weighted.WeightedFilterCacheFilterCacheValueWeigher,1
elasticsearch-1.3.2,org.elasticsearch.index.engine.internal.InternalEngine,3
elasticsearch-1.3.2,org.elasticsearch.index.fielddata.fieldcomparator.BytesRefFieldComparatorSource,1
elasticsearch-1.3.2,org.elasticsearch.index.snapshots.blobstore.BlobStoreIndexShardSnapshotFileInfoFields,1
elasticsearch-1.3.2,org.elasticsearch.indices.cache.filter.IndicesFilterCacheApplySettings,1
elasticsearch-1.3.2,org.elasticsearch.indices.cache.filter.terms.IndicesTermsFilterCache,1
elasticsearch-1.3.2,org.elasticsearch.indices.cache.filter.terms.TermsLookup,1
elasticsearch-1.3.2,org.elasticsearch.indices.cache.query.IndicesQueryCacheLoader,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTarget,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoveryTarget,2
elasticsearch-1.3.2,org.elasticsearch.indices.cache.filter.terms.IndicesTermsFilterCacheTermsFilterValue,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoverySource,2
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoverySource,1
elasticsearch-1.3.2,org.elasticsearch.indices.recovery.RecoverySource1,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.cluster.reroute.RestClusterRerouteAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.cluster.state.RestClusterStateAction,3
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.indices.optimize.RestOptimizeAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.indices.settings.RestUpdateSettingsAction,1
elasticsearch-1.3.2,org.elasticsearch.rest.action.script.RestGetIndexedScriptAction,2
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.cluster.snapshots.get.RestGetSnapshotsAction,2
elasticsearch-1.3.2,org.elasticsearch.rest.action.admin.indices.mapping.get.RestGetFieldMappingAction,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.filter.FilterParser,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.filters.FiltersParser,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.geogrid.GeoHashGridAggregator,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.geogrid.GeoHashGridParser,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.histogram.DateHistogramParser,1
elasticsearch-1.3.2,org.elasticsearch.search.aggregations.bucket.histogram.HistogramParser,2
